name,category,lat,lng,weekly_hours,rating,reviews_count
इन्द कमल लिक्वेर शप,Bar,27.67991,85.3993464,0.0,5.0,2
Aankhijhyal Restaurant and Lounge,Bar,27.6773192,85.3984238,0.0,3.4,10
A.G LIQUOR SHOP,Bar,27.6756092,85.3975034,0.0,5.0,1
Namaste Gautam Traders Liquor Shop,Bar,27.6807922,85.3942555,0.0,0.0,0
Madhyapur dahi pasal,Bakery,27.683477,85.389454,0.0,5.0,1
Anush khaja ghar,Bakery,27.6835895,85.3912925,0.0,0.0,0
The A-One Bakery,Bakery,27.6627558,85.4259439,0.0,5.0,5
Sheraton Banquet,Bar,27.6630623,85.442084,84.0,4.5,22
"Ba:Gale Newa Chhen, Libali, bhaktapur",Bar,27.6691526,85.4435736,98.0,5.0,2
Ganebacha chiya pasal,Tea house,27.6754337,85.4272511,0.0,0.0,0
Rajesh Dai Ko Panipuri Pasal,Tea house,27.6750748,85.4286089,0.0,0.0,0
Suryabinayak Tea Shop,Bakery,27.6630311,85.4325736,0.0,5.0,1
Royal java time,Bakery,27.671236,85.4211397,98.0,3.8,14
Naisha's Cake And Bake House,Bakery,27.6758929,85.4304317,84.0,5.0,2
Arjan Bakery,Bakery,27.6714981,85.4223347,0.0,0.0,0
Bakery Shop,Bakery,27.6737961,85.4238925,0.0,0.0,0
Laxmi dai junudho,Bakery,27.6754177,85.4296247,0.0,0.0,0
Purshottam's House,Coffee shop,27.643924,85.4587893,0.0,0.0,0
BAR:BQ Cafe & Resto,Restaurant,27.6438854,85.463626,98.0,4.5,6
Green View Restaurant,Restaurant,27.6434417,85.4680707,0.0,4.3,20
Swagatam momo pasal,Momo restaurant,27.6481065,85.4673438,49.0,5.0,3
Daura Chulo,Rice restaurant,27.6432728,85.4682241,0.0,4.0,26
प्रदीप jack tea shop,Coffee shop,27.6857203,85.4737355,0.0,5.0,1
New momo,Fast food restaurant,27.6878057,85.4680769,66.83,5.0,1
Hotel Byron P.v.t L.t.d,Restaurant,27.6444929,85.4656002,105.0,4.5,4
अन्जना खाजा घर,Fast food restaurant,27.6861323,85.4774943,94.5,5.0,4
The family bakery cafe,Bakery,27.6917958,85.4588553,91.0,5.0,1
Hamro cake and bakery,Bakery,27.6782964,85.4404574,98.0,4.6,8
Shyam mahat pasal,Bar,27.6438815,85.458699,0.0,0.0,0
Welcome cafe & restaurant,Fast food restaurant,27.7159482,85.4064515,105.0,3.0,2
D Ace Cafe,Fast food restaurant,27.7103511,85.4027442,106.0,5.0,1
YO-YO Sekuwa Corner & Cafe,Fast food restaurant,27.7157651,85.4063587,96.0,3.7,3
The pine bakery,Bakery,27.7137803,85.4159354,0.0,5.0,3
Chessung Bakery House,Bakery,27.7149508,85.4073196,98.0,4.8,5
Tsuneel's kitchen & Pool house,Bar,27.7129375,85.4169375,0.0,4.8,17
Encore Cafe,Restaurant,27.7108385,85.4154969,70.0,5.0,1
KAJI's BISTRO,Fast food restaurant,27.7141382,85.4098529,0.0,0.0,0
Balkot Chulho,Coffee shop,27.6618794,85.3813496,0.0,5.0,1
Aananda Baba Cafe,Children's cafe,27.6626943,85.3848553,91.5,4.1,23
Brothers cafe.,Coffee shop,27.6667533,85.3726955,0.0,5.0,1
Ella brew and bites,Cafe,27.6678018,85.3865409,105.0,4.0,22
"Suryabinayak-4, Naya Basti, Bagar.",Coffee shop,27.6684272,85.3838046,0.0,0.0,0
Dinoj's Cafe & Restaurant,Coffee shop,27.6711905,85.3880247,0.0,5.0,4
Under Ground Cafe,Cafe,27.673449,85.377165,98.0,5.0,2
DHANAKUTE LUNGAKO KHAJA GHAR धनकुटे लुङ्गाको खाजा घर,Coffee shop,27.6683972,85.3838129,112.0,4.3,3
Cafe Lucid,Coffee shop,27.6746089,85.3669585,94.5,4.7,10
Abyss home,Coffee shop,27.6629221,85.3785616,0.0,0.0,0
Yakchhen Restaurant,Restaurant,27.7119289,85.4248486,116.0,5.0,3
Shree Dolkha Khaja Ghar and Restaurant,Restaurant,27.7078514,85.4126141,0.0,3.5,13
Dhruba Dai ko Khaja ghar,Restaurant,27.6659785,85.3811407,91.0,4.6,10
Baskota Khaja Ghar,Restaurant,27.6652518,85.3798063,0.0,5.0,4
The Hunger Food,Restaurant,27.6668388,85.3841162,0.0,3.0,2
The Moon Restaurant,Restaurant,27.6718046,85.3843867,105.0,4.1,8
Daily See Us,Restaurant,27.6647404,85.3662744,0.0,4.9,11
King Everest Restro,Restaurant,27.6678954,85.3803369,0.0,0.0,0
ALX VARIETY FOOD,Restaurant,27.6729441,85.3842916,94.5,4.2,71
SanjaBunja (सजॅंबुजॅं),Restaurant,27.675553,85.3842259,84.0,4.4,33
Kausi Restaurant,Restaurant,27.6664796,85.3658737,78.1,4.1,70
Duku Family Restaurant & Sekuwa Hub,Restaurant,27.673066,85.3859269,94.5,3.9,42
Banglamukhi Dairy and Bakery,Coffee shop,27.6695821,85.3728553,107.0,4.6,55
Ghumaowne chwok (RUPAK BOSS),Coffee shop,27.6604235,85.3757396,0.0,5.0,1
Sip Station,Coffee shop,27.6612344,85.3698012,0.0,5.0,2
Indreni food stick,Coffee shop,27.6730043,85.3853889,98.0,4.6,15
Subin Khaja Ghar,Coffee shop,27.667648,85.3842066,98.0,0.0,0
The Baristas Coffee School (Bhaktapur Branch),Coffee shop,27.6744504,85.3692713,61.0,4.8,444
Kuraute toll,Coffee shop,27.6606929,85.3767749,0.0,0.0,0
Foodies Cafe,Cafe,27.6649422,85.3727468,72.0,0.0,0
Namaste khaja ghar,Restaurant,27.6666809,85.3734376,0.0,5.0,2
Chinese And Tandoori Cafe,Chicken restaurant,27.6649378,85.3863822,70.0,3.8,4
Friend’s Hub Snooker House and cafe,Restaurant,27.710106,85.4153028,99.0,4.2,5
The Squad House Cafe,Coffee shop,27.7139489,85.4139533,0.0,4.4,11
Ganesh chok,Coffee shop,27.7142335,85.4188742,0.0,0.0,0
Urban delight cafe,Cafe,27.6833406,85.4112888,0.0,4.8,12
Friends pizza & burger,Restaurant,27.6648993,85.3863668,91.0,4.0,2
Kallaiya sekuwa & Tas center,Restaurant,27.667801,85.3865525,105.0,0.0,0
Unique Bakery Shop,Bakery,27.6668016,85.3841064,0.0,5.0,2
Suravi Dairy,Bakery,27.6665326,85.3738727,0.0,5.0,2
Hotel Blue Sky,Coffee shop,27.6617372,85.381326,0.0,0.0,0
Suresh Shrestha Khaja Ghar,Coffee shop,27.6623348,85.3813702,0.0,0.0,0
The chapter 1 Griha,Coffee shop,27.6938018,85.4152285,105.0,5.0,1
C.B. Coffee Shop,Coffee shop,27.6716327,85.3847579,98.0,3.7,31
CR7 chiya ghar,Cafe,27.6647937,85.3718426,0.0,4.3,15
R K Dairy and Bakery Coffee Shop,Bakery,27.6685907,85.3738497,0.0,5.0,1
Eden's Organic Juice & fruits centre,Coffee shop,27.6687117,85.3881329,105.0,4.3,6
Matka,Coffee shop,27.6650427,85.3676507,0.0,5.0,4
Readers Hub,Coffee store,27.6745681,85.3671589,94.5,4.3,300
Turning khaja ghar,Tea store,27.665344,85.3747349,91.0,3.7,6
Balkot,Bakery,27.6634556,85.3782481,0.0,0.0,0
Loko matka chiya,Coffee shop,27.7152652,85.4061913,0.0,5.0,2
ARC - Arju Restro And Cafe,Restaurant,27.6706293,85.376281,98.0,4.8,12
"Chicken Hub and Crunchy Fried Chicken, Balkot",Chicken restaurant,27.6686449,85.3654345,91.0,4.3,346
Pranisha Khaja Ghar,Fast food restaurant,27.6694942,85.3765347,0.0,4.0,2
Open Hut cafe,Fast food restaurant,27.6704713,85.3824632,98.0,4.3,9
Adhikari pani puri and chatpat center,Fast food restaurant,27.6694454,85.385985,42.0,3.8,12
Lumbini Tandoori Bhojnalaya and Fast Food,Fast food restaurant,27.6736437,85.3738705,91.0,3.0,3
Gaatha Restro and fast food,Fast food restaurant,27.6716941,85.3880955,77.0,3.0,1
चाट हाउस 111,Fast food restaurant,27.6741078,85.3739408,98.0,3.7,47
Balkot Highway Fast Food,Fast food restaurant,27.6674592,85.3656799,91.0,4.1,7
ABA Fast Food Cafe,Restaurant,27.6731697,85.3815567,112.0,3.3,7
Ohmsahi dalmot factory,Bakery,27.6678466,85.3821615,84.0,5.0,1
Gufa Cafe,Breakfast restaurant,27.6883099,85.4126701,0.0,0.0,0
MOMO CAFE,Fast food restaurant,27.6709016,85.3842039,91.0,3.9,27
Hosanna Tapari Momo,Fast food restaurant,27.6741639,85.3742498,91.0,3.6,311
La Reina Liquor Store,Bar,27.6660787,85.3830871,89.78,4.5,2
Hookah station,Bar,27.6642441,85.367297,0.0,2.3,3
Umakunda Bakery Udhyog,Bakery,27.6697768,85.3821041,105.0,4.4,15
Tapaiko fresh bakery and cake shop,Bakery,27.6711052,85.3829232,104.0,5.0,2
Aroma Bakery,Bakery,27.669833,85.3859192,105.0,4.3,6
Sijan Bakery,Bakery,27.6718831,85.3782443,101.5,5.0,1
Bread Box Bakery and Cafe,Bakery,27.6653898,85.366322,98.0,4.6,11
Cake Snow Bakery & Coffee Shop,Bakery,27.6650324,85.3682898,101.5,5.0,5
Friendship Bakery Cafe Fast Food,Bakery,27.67259,85.38543,91.0,4.0,11
Dhaneshwar Dairy,Bakery,27.6678072,85.3760296,0.0,0.0,0
Hamro Chiya Station,Tea house,27.6655155,85.3662752,0.0,5.0,8
Asar,Bar,27.6708943,85.3762267,0.0,0.0,0
Deepen KhajaGhar,Tea store,27.6601844,85.3746558,0.0,0.0,0
Dhanusha Sweet And Chat House,Dessert shop,27.672922,85.38556,105.0,3.9,8
Joti baral,Bakery,27.6515135,85.4547728,0.0,1.0,1
Bhadgaun cake factory,Bakery,27.6519635,85.4554825,0.0,0.0,0
Magar Coffe Shop,Coffee shop,27.6437091,85.4698301,0.0,4.0,77
KFA Cafe(Kir Food Aqui),Cafe,27.6987513,85.373739,98.0,4.5,21
Ramesh Dai ko Chiya pasal,Cafe,27.643766,85.465191,0.0,0.0,0
भू. पु. सैनिक खाजा घर एण्ड सेकुवा कर्नर,Restaurant,27.6457577,85.4703245,0.0,5.0,1
Tripura Mo:Mo Food Center,Dumpling restaurant,27.6466718,85.4661538,0.0,0.0,0
Palisade Resort,Restaurant,27.6479316,85.4655629,0.0,4.2,55
Samjhana Khaja Ghar,Restaurant,27.7013691,85.3855525,0.0,2.0,1
Amarsinghchowk Hotel,Coffee shop,27.7015551,85.3855875,0.0,0.0,0
Cellsanasar Photo Studio,Internet cafe,27.7021453,85.3857197,0.0,0.0,0
Seabird Resort,Restaurant,27.645253,85.4653939,84.0,3.3,12
Palansey Tower Restro & Lodge,Restaurant,27.6459916,85.4659724,0.0,3.8,44
New Durga fal ful tatha holsel fasal,Bakery,27.6787577,85.4416475,0.0,1.0,1
thecho,Bakery,27.6775186,85.4430343,0.0,0.0,0
Bikers Snooker House,Restaurant,27.664614,85.3663413,96.0,4.2,81
The Queen Restro And Bar,Restaurant,27.663305,85.3677408,87.5,4.0,4
Gatthaghar top liquor shop,Bar,27.6737008,85.373399,91.0,5.0,7
Brotherhood Liquor Shop,Bar,27.6733387,85.364884,90.0,5.0,1
Bisauni Restro,Restaurant,27.6767413,85.375151,0.0,4.1,27
Jojolapa Khaja Ghar,Nepalese restaurant,27.6754617,85.3747703,0.0,5.0,3
Bajeko Sekuwa Gatthaghar,Barbecue restaurant,27.6743794,85.3707034,84.0,3.8,288
Gatthaghar Food Cafe,Family restaurant,27.674598,85.3742549,91.0,3.3,24
Restaurant,Restaurant,27.6746778,85.3653104,94.5,3.6,27
M2 Restaurant & Bar,Restaurant,27.6746946,85.3655019,84.0,4.3,3
Yomari Cafe,Restaurant,27.6742924,85.3732771,0.0,4.4,9
Koila Multi Cuisine Restaurant - Gatthaghar,Fast food restaurant,27.6742127,85.3727102,84.0,3.7,70
Universal Star Foodland,Restaurant,27.6740956,85.3747591,98.0,3.2,44
Purbeli bhanchha ghar.& थकाली खाना।,Restaurant,27.6736555,85.3737886,84.5,3.3,43
Junction Cafe And Restaurant,Restaurant,27.6743329,85.3719916,98.0,3.7,3
Beeburger And Real Kitchen,Restaurant,27.6737832,85.379333,98.0,4.3,74
Aangeno Restaurent and Sekuwa Thalo,Restaurant,27.6679847,85.3652219,87.5,3.7,20
The Burger House And Crunchy Fried Chicken- Balkot Bhaktapur,Restaurant,27.6651826,85.3667275,84.0,4.0,50
Utsav Bakery Cafe,Bakery,27.6705557,85.3645936,119.5,4.0,6
जनकपुरीया स्वीटस्,Dessert shop,27.6747613,85.3653239,105.0,0.0,0
Coffee Cafe & Burger House,Restaurant,27.6745872,85.3670569,103.25,4.4,20
Namo Buddha Cafe and Tanduri Kitchen,Cafe,27.6735883,85.3748384,63.0,5.0,1
Hookahchhen Cafe,Coffee shop,27.6679906,85.3656359,140.0,5.0,3
Neeva’s Cafe & Pizzeria,Coffee shop,27.673457,85.3743608,91.0,3.9,17
BB Liquor shop Thimi,Cafe,27.673699,85.3732309,87.5,5.0,2
baristas coffee shop,Coffee shop,27.6744056,85.3691595,0.0,4.0,3
Himalayan Orbit Cafe,Cafe,27.6736844,85.3734008,91.0,0.0,0
Friends Cafe And Sekuwa House,Restaurant,27.6741543,85.3734271,84.0,4.3,4
Heart To Heart Cafe,Cafe,27.6728689,85.37385,91.0,1.0,1
RR Fast Food & Momo Center,Cafe,27.6737416,85.3728929,91.0,4.4,7
Numbur thakali kitchen,Family restaurant,27.6742975,85.3730486,105.0,5.0,65
"Sindhupalchok Khaja Ghar , Gattaghar",Asian restaurant,27.6750336,85.372717,108.5,5.0,1
Balkot khaja ghar,Restaurant,27.6704794,85.3649762,109.0,4.8,8
Aageno Sekuwa Ghar,Barbecue restaurant,27.6733981,85.3743297,105.0,4.4,21
Taj Sekuwa And Pakku House,Barbecue restaurant,27.6735913,85.3650429,0.0,4.8,10
Ek Bisauli,Restaurant,27.6746626,85.3687775,101.5,4.9,7
Joshi Mo:Mo,Momo restaurant,27.6751027,85.3758482,0.0,4.5,2
The Himali Kitchen Kaushaltar,Fast food restaurant,27.6747538,85.3663327,0.0,5.0,4
The Lord of Pizza and Bar,Restaurant,27.6740899,85.3658305,84.0,4.2,17
JYUNAAR THAKALI KITCHEN,Family restaurant,27.6735505,85.3741698,98.0,3.9,131
Shandar Momo - Gatthaghar (शानदार मःमः),Dumpling restaurant,27.673639,85.3734622,91.0,3.7,167
Red ribbon bakery and cake shop,Bakery,27.6685003,85.3654254,112.0,4.0,5
Chiyakot,Coffee shop,27.6684943,85.3654291,0.0,5.0,2
Chiya pasal,Coffee shop,27.6645196,85.3670625,0.0,4.4,5
Lama Dai Khaja Ghar,Cafe,27.6697361,85.3659915,98.0,4.5,4
Kaushaltar Jhol Momo since 2062,Fast food restaurant,27.6734637,85.3647851,77.0,4.7,7
Welcome Khaja Ghar,Restaurant,27.6748729,85.3655328,104.5,4.3,4
Corner and black pigs barbecues Dharan,Barbecue restaurant,27.6745692,85.3735235,0.0,4.5,2
बुडाथोंकी तास एंड छोइला हाउस,Nepalese restaurant,27.674678,85.3726167,108.5,3.8,6
Chicken Strong,Restaurant,27.6744234,85.3721044,105.0,3.8,32
Sewaro Food Cafe,Fast food restaurant,27.6735751,85.3726108,0.0,5.0,5
King Everest Momo Center,Momo restaurant,27.6697272,85.3768691,84.0,4.2,11
Lotus Sekuwa & Cafe,Restaurant,27.6740751,85.374894,98.0,3.4,21
Basil House Lounge and Bar,Restaurant,27.6718159,85.3647823,91.0,3.3,21
The Burger House and Cruchy Fried Chicken,Restaurant,27.6741244,85.374662,91.0,3.5,698
Gatthaghar banquet.,Restaurant,27.6752182,85.373278,91.0,3.5,16
Chiya guff,Coffee shop,27.6765533,85.3773701,98.0,4.1,15
Purbeli khaja & Chiya,Coffee shop,27.670665,85.370528,0.0,0.0,0
Dolakhali Khaja Ghar,Cafe,27.6704508,85.3651226,0.0,4.0,2
Blue Sky Cafe,Restaurant,27.6717998,85.3647335,0.0,3.4,5
Korean Sekuwa Corner,Cafe,27.6747063,85.3653158,80.5,0.0,0
Local restro and cafe,Fast food restaurant,27.6756474,85.3670879,0.0,0.0,0
New Tandoori Cafe,Restaurant,27.6740909,85.3747357,91.0,3.0,2
Aama ko Pasal,Coffee shop,27.6717122,85.3780744,0.0,0.0,0
Kaushi chiya,Coffee shop,27.6746075,85.3662368,0.0,0.0,0
"Iman cold store,Gatthaghar",Coffee shop,27.6737045,85.3731004,0.0,0.0,0
Aago Pani Authentic Nepali Cuisine,Restaurant,27.6758263,85.3658754,0.0,4.0,2
Syanko katti Roll,Family restaurant,27.6743008,85.3724881,91.0,3.4,44
Airport A-One Sekuwa Corner,Barbecue restaurant,27.674294,85.371442,92.0,3.1,101
Live Chulo Restaurant and Sekuwa Corner,Restaurant,27.6746878,85.3655737,84.0,3.0,2
Red Hut Restro & Bar,Restaurant,27.6746058,85.3663686,108.5,3.5,6
Aone Sekuwa and Fastfood Pvt.Ltd.,Restaurant,27.6761381,85.3743183,91.0,3.7,3
Quality Laundry & Sekuwa Hub,Asian restaurant,27.6748397,85.3664068,119.0,3.7,3
Purano dahu fast food,Nepalese restaurant,27.6737221,85.3650027,0.0,3.1,7
The One 99 Eatery,Family restaurant,27.6742174,85.3727221,98.0,1.0,1
Rishna sweets and Bakery,Indian restaurant,27.6742607,85.3727834,101.5,3.0,26
Bhetghat Sekuwa Station,Restaurant,27.6732102,85.3649158,84.0,3.3,4
गेट टुगेदर फ्यामिली रेस्टुरेन्ट,Restaurant,27.6746368,85.3659858,0.0,4.0,5
Sunaapati Bhojanaalaya and Sekuwa Corner,Restaurant,27.6742856,85.3744577,0.0,3.0,1
Kamaldhara Resturant,Restaurant,27.6754708,85.3659346,0.0,0.0,0
Yunisa Mo:Mo: and Khaja Ghar,Dumpling restaurant,27.675162,85.3743839,73.5,3.0,6
Ujjwal Cake And Chiya Pasal,Restaurant,27.6694587,85.3658763,75.0,0.0,0
Agleshwori Laxmi Vojanalays and Khaja Ghar,Asian restaurant,27.6737968,85.3720042,0.0,0.0,0
balkot homestay,Family restaurant,27.6692489,85.3709162,0.0,0.0,0
The bright light kitchen,Fast food restaurant,27.6735567,85.3748494,101.5,3.6,7
Rco Foods,Fast food restaurant,27.6742607,85.3722186,0.0,3.0,2
Jai Nepal Fast Food,Restaurant,27.6742183,85.364538,0.0,3.0,2
Friendship Fast Food & Guest House,Fast food restaurant,27.6740215,85.3670402,0.0,3.3,4
Seto Parda Khaja Ghar,Fast food restaurant,27.6739305,85.3686086,73.5,1.8,5
Sailunge Khaja Ghar,Fast food restaurant,27.6750836,85.3689089,84.0,1.7,3
Chowyela baji chhe,Fast food restaurant,27.6735409,85.3748279,0.0,0.0,0
R K C Mo:Mo and Chaumin Center,Fast food restaurant,27.674256,85.372563,0.0,3.0,1
Special coffee shop and khaja ghar,Coffee store,27.6741193,85.3663206,0.0,0.0,0
Ghising Dighyu Ghar,Coffee shop,27.6770187,85.3674624,0.0,0.0,0
Aju Bakery And Gift Shop,Bakery,27.6749176,85.3653099,94.5,4.0,4
Harman Live Bakery,Bakery,27.6702645,85.3649554,98.0,3.9,164
Releaf Restro,Restaurant,27.6955041,85.4637617,70.0,4.4,23
Shree Krishnarpanam Sweets And Chaat House,Restaurant,27.674294,85.374302,94.5,4.2,16
Ghattaghar Majheree Cafe & Live Sekuwa,Restaurant,27.6762843,85.3755291,98.0,3.9,84
Ghumti Khaja Ghar,Fast food restaurant,27.6765201,85.3727004,94.5,3.8,14
Royale Coffee. And Food Station,Coffee shop,27.6995554,85.4678738,91.0,4.5,25
tea shop and khaja ghar,Coffee shop,27.6942425,85.460264,0.0,4.5,2
रेष्मा खाजा पसल,Bed & breakfast,27.6743633,85.3707449,0.0,2.0,1
Himchuli Natural Trade link Enterprises,Tea house,27.675558,85.3747829,84.0,5.0,1
Kalika Khaja Ghar,Bar,27.67408,85.3749999,0.0,4.5,4
Infront of Ageno sekuwa corner,Bar,27.6735675,85.3751825,0.0,0.0,0
Purbali fish House,Bar,27.6755042,85.3662001,0.0,5.0,3
Jbs Bakery,Bakery,27.6748932,85.3696216,0.0,3.3,6
Uma Kund Dairy (Bakery),Bakery,27.6752117,85.3758598,0.0,0.0,0
Kalika Dairy And Bakery Shop,Bakery,27.6746485,85.3744384,0.0,0.0,0
Akleshwori Laxmi Bhojanalaya,Bar,27.6765033,85.3743339,0.0,0.0,0
Siddhibinayak Bakers House,Bakery,27.6743321,85.3709832,84.0,5.0,1
Sargun Cake and Pastries,Bakery,27.6736719,85.3733955,94.5,0.0,0
Unique dairy,Bakery,27.6750214,85.369669,0.0,2.9,9
SURYA VINAYAK BAKERY AND FOODS,Wholesale bakery,27.670018,85.3676968,0.0,4.0,1
Pokhrely dairy,Bakery,27.6718027,85.3723581,0.0,0.0,0
Warm Delight Bakery,Wholesale bakery,27.674833,85.3696693,0.0,0.0,0
The Sip N' Play Junction,Cafe,27.6664552,85.3658449,0.0,4.5,4
Rolls & Burger,Cafe,27.6650557,85.3674787,91.0,4.3,11
Mainali Cake Shop and Dairy,Cafe,27.6654789,85.3666449,98.0,3.8,26
Phulchowki dudh Dahi Bhandar & cake Shop,Cafe,27.6653256,85.3664883,0.0,4.0,1
Kane harry niwas,Coffee shop,27.6623684,85.3677135,0.0,1.0,2
Yummy Laphing Center,Chinese restaurant,27.6647035,85.3670857,56.0,4.7,3
MAHALAXMI MOMO CENTER,Restaurant,27.6639636,85.3672374,77.0,4.6,15
Shrestha Food &Cafe,Fast food restaurant,27.6651056,85.3670338,0.0,5.0,2
Sandar Momo (Balkot Branch),Asian restaurant,27.6652922,85.3672327,0.0,0.0,0
बालकाेट मिठाई भण्डार,Fast food restaurant,27.6654964,85.3663677,0.0,5.0,2
Chiya Donut,Cafe,27.6667118,85.3661668,0.0,4.8,13
Miteri Sekuwa Ghar,Restaurant,27.6672789,85.3657097,98.0,4.0,6
Shubhi's Bhansa Ghar,Restaurant,27.6639802,85.3653369,83.0,4.0,1
Bishal bhandari,Restaurant,27.662928,85.3653101,0.0,0.0,0
